"organization_id","industry","has_foreign_founder","has_us_founder","company_structure","venture_capital_investors","region_or_state","country","the_month","available_balance","debit_card_spend_that_month"
"17cadb06-d96d-11e9-9ddd-0be377bc3421","online_retailer","true","false","LLC","null","DE","US","2020-09-01T00:00:00.000Z","null","1437.64"
"18f05820-c000-11e9-98fe-9399f63ea17c","marketing","true","false","CCorp","[]","CA","US","2019-04-01T00:00:00.000Z","null","null"
"13f5a190-6ac9-11e9-bf43-235a709d88e2","community","false","true","LLC","null","FL","US","2020-07-01T00:00:00.000Z","null","102.00"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2019-08-01T00:00:00.000Z","null","null"
"09b9793e-62dd-11e9-a89f-4f44ccd594b5","online_retailer","false","true","LLC","[]","WY","US","2020-04-01T00:00:00.000Z","null","null"
"077c5afa-d20f-11e9-b162-fbe2053c10da","advertising","true","false","CCorp","null","NY","US","2020-05-01T00:00:00.000Z","null","null"
"07f6d4e4-d4e2-11e9-a02f-a31a224e6d76","online_retailer","true","false","CCorp","null","TX","US","2020-02-01T00:00:00.000Z","null","null"
"0bbe8d52-62bd-11e9-9493-0b2508213ad9","enterprise","false","true","CCorp","[New Enterprise Associates (NEA), CRV, Matrix Partners]","CA","US","2021-01-01T00:00:00.000Z","null","null"
"0de84290-623a-11e9-8c57-2f863d1a93cf","marketplace","false","true","CCorp","null","CA","US","2020-09-01T00:00:00.000Z","null","1536.24"
"01d0bab6-c3f4-11e9-b012-8b258164edb3","hardware","true","false","LLC","null","DE","US","2019-09-01T00:00:00.000Z","745.00","null"
"06eed9ea-c8e7-11e9-b2d9-3fa4b4b94d47","financial_services","false","true","LLC","[]","MT","US","2020-12-01T00:00:00.000Z","null","8450.00"
"045fe134-65d6-11e9-8de1-8f21b756240d","financial_services","false","true","CCorp","null","FL","US","2019-11-01T00:00:00.000Z","null","null"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2019-07-01T00:00:00.000Z","41679.08","55.99"
"0f797ec8-655d-11e9-8d24-bfb4f1128159","other_food_services","true","false","CCorp","null","FL","US","2020-08-01T00:00:00.000Z","null","2666.11"
"1024c0e0-c34e-11e9-a06d-0386a75dae15","legal_services_including_law_firms","false","true","LLC","null","NY","US","2020-10-01T00:00:00.000Z","null","null"
"169a176c-62d8-11e9-90d4-57e5cdd07dbb","enterprise","false","true","LLC","null","TX","US","2021-01-01T00:00:00.000Z","null","null"
"1024c0e0-c34e-11e9-a06d-0386a75dae15","legal_services_including_law_firms","false","true","LLC","null","NY","US","2020-04-01T00:00:00.000Z","null","null"
"03b85e14-de67-11e9-a5b1-6f5fa6b622ac","real_estate","false","true","CCorp","null","NY","US","2020-10-01T00:00:00.000Z","null","8464.93"
"085f310e-7ce7-11e9-a9f6-f3a4fd1a176b","consumer","false","true","CCorp","[]","MA","US","2019-12-01T00:00:00.000Z","null","275.00"
"108f6c34-8964-11e9-b576-43f7b7eb8f13","real_estate","true","false","CCorp","null","CA","US","2020-02-01T00:00:00.000Z","null","32.11"
"04f3def8-978a-11e9-8216-878c4a93f311","enterprise","false","true","CCorp","null","CA","US","2019-07-01T00:00:00.000Z","105.22","342.78"
"11938f26-a402-11e9-ae0b-13a4db26d42d","nonprofit","false","true","NonProfit","null","NJ","US","2019-06-01T00:00:00.000Z","null","null"
"08035942-8caa-11e9-b071-d3855478963e","other_food_services","false","true","CCorp","[]","CA","US","2020-01-01T00:00:00.000Z","null","6331.86"
"0a9ccf42-b998-11e9-bf6b-0705444aa5fd","online_retailer","true","false","CCorp","null","FL","US","2020-12-01T00:00:00.000Z","null","null"
"06ca5b98-af23-11e9-9919-271b87247b3e","financial_services","false","true","CCorp","[Slow Ventures]","CA","US","2019-05-01T00:00:00.000Z","null","null"
"0b046588-6215-11e9-9c74-27c2f2c5b676","b2b","false","true","CCorp","null","OH","US","2020-08-01T00:00:00.000Z","null","null"
"0b046588-6215-11e9-9c74-27c2f2c5b676","b2b","false","true","CCorp","null","OH","US","2020-04-01T00:00:00.000Z","null","21.50"
"07b75614-7bbb-11e9-b976-67be2998d3dd","online_retailer","true","false","CCorp","null","TX","US","2019-09-01T00:00:00.000Z","11302.20","14699.71"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2019-04-01T00:00:00.000Z","null","null"
"16bfd6b0-cad3-11e9-99e7-a3f2a7a2814f","consulting","true","false","LLC","null","DE","US","2020-04-01T00:00:00.000Z","null","null"
"00e5b312-99f7-11e9-98dd-6b543da80032","consumer","false","true","CCorp","[DST Global, Soma Capital, Global Founders Capital]","CA","US","2020-09-01T00:00:00.000Z","null","1400.72"
"00408642-b547-11e9-9b50-cb29ad71c86f","online_retailer","true","false","LLC","null","NV","US","2020-12-01T00:00:00.000Z","null","null"
"0d66757e-c821-11e9-8d6d-cfe3c18c0366","online_retailer","true","false","LLC","null","NY","US","2021-01-01T00:00:00.000Z","null","3680.21"
"11dfbada-c366-11e9-8261-83e9aa732111","b2b","false","true","CCorp","[]","CA","US","2020-11-01T00:00:00.000Z","null","null"
"0ec4a732-c19c-11e9-a9ad-43d2cd1ae9b2","education","true","false","LLC","null","FL","US","2020-08-01T00:00:00.000Z","null","null"
"17162344-79b6-11e9-95a5-93a665afddfc","private_investment_companies","true","false","LLC","null","WY","US","2019-10-01T00:00:00.000Z","null","null"
"18de351a-6159-11e9-ae51-17c7d8de5e19","developer_tools","false","true","CCorp","[The House Fund, S2 Capital]","CA","US","2020-07-01T00:00:00.000Z","null","null"
"11dfbada-c366-11e9-8261-83e9aa732111","b2b","false","true","CCorp","[]","CA","US","2020-04-01T00:00:00.000Z","null","124.74"
"0fa1b4c0-6179-11e9-a607-07e1e37cf096","employment_services","false","true","LLC","null","CA","US","2019-06-01T00:00:00.000Z","2512.33","null"
"0f2f4206-668c-11e9-84c3-eb8d8edf7971","real_estate","false","true","LLC","null","MN","US","2020-01-01T00:00:00.000Z","null","null"
"01598af6-c8fc-11e9-92ea-836d67bbb327","private_investment_companies","false","true","LLC","null","FL","US","2020-05-01T00:00:00.000Z","null","null"
"1024c0e0-c34e-11e9-a06d-0386a75dae15","legal_services_including_law_firms","false","true","LLC","null","NY","US","2019-07-01T00:00:00.000Z","null","null"
"0c843170-b7c6-11e9-bea8-538b75642901","enterprise","false","true","CCorp","null","CA","US","2020-10-01T00:00:00.000Z","null","null"
"11318d12-8eb8-11e9-8e2f-631dc57e6c83","marketing","false","true","CCorp","null","NY","US","2020-07-01T00:00:00.000Z","null","null"
"041391a2-b352-11e9-9592-b7c6a2b54d91","other","false","true","ProfessionalCorporation","null","CA","US","2019-08-01T00:00:00.000Z","22396.78","603.22"
"0bc076fc-a3d2-11e9-8b15-df73c8b0b67f","other","true","false","LLC","null","DE","US","2020-09-01T00:00:00.000Z","null","null"
"11f42f4a-a0db-11e9-b32e-0ffa7b075f58","b2b","false","true","CCorp","null","GA","US","2019-05-01T00:00:00.000Z","null","null"
"0fa1b4c0-6179-11e9-a607-07e1e37cf096","employment_services","false","true","LLC","null","CA","US","2019-05-01T00:00:00.000Z","null","null"
"08035942-8caa-11e9-b071-d3855478963e","other_food_services","false","true","CCorp","[]","CA","US","2019-10-01T00:00:00.000Z","null","889.70"
"0ebec77e-6227-11e9-9c4d-7b43faa31c15","b2b","false","true","LLC","null","IL","US","2020-06-01T00:00:00.000Z","null","208.67"
"10cea662-8c9b-11e9-806f-0f4df1c029de","other","true","false","CCorp","null","DE","US","2020-10-01T00:00:00.000Z","null","506.98"
"16bfd6b0-cad3-11e9-99e7-a3f2a7a2814f","consulting","true","false","LLC","null","DE","US","2019-08-01T00:00:00.000Z","null","null"
"13630806-6b11-11e9-98ae-17c1a65c51f4","healthcare","false","true","SCorp","null","IL","US","2020-03-01T00:00:00.000Z","null","2321.72"
"128d34b8-448a-11e9-a172-6b88abed55a7","financial_services","false","true","CCorp","null","TX","US","2020-10-01T00:00:00.000Z","null","null"
"0f703a82-86f7-11e9-8ef6-bf08ab01dc7d","artificial_intelligence","false","true","CCorp","[]","CA","US","2020-11-01T00:00:00.000Z","null","null"
"0bda15f8-b5b1-11e9-8a6f-7f2c10e959eb","consumer","false","true","LLC","[]","CA","US","2021-01-01T00:00:00.000Z","null","null"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2019-06-01T00:00:00.000Z","null","null"
"11f42f4a-a0db-11e9-b32e-0ffa7b075f58","b2b","false","true","CCorp","null","GA","US","2020-01-01T00:00:00.000Z","null","null"
"10f468a0-7686-11e9-b807-4f7f19dac2da","financial_services","false","true","CCorp","[]","CA","US","2019-09-01T00:00:00.000Z","166164.46","null"
"05aff568-be16-11e9-8750-83ab633bdee2","other_food_services","false","true","LLC","null","CA","US","2020-04-01T00:00:00.000Z","null","null"
"0f797ec8-655d-11e9-8d24-bfb4f1128159","other_food_services","true","false","CCorp","null","FL","US","2020-06-01T00:00:00.000Z","null","2617.39"
"174bc9ae-61b0-11e9-ac17-efe7bb8cc42f","consumer","true","false","CCorp","[]","NC","US","2019-09-01T00:00:00.000Z","49860.00","null"
"190a80fa-623c-11e9-a601-e31c387e07e9","health_services","false","true","ProfessionalCorporation","[]","CA","US","2020-06-01T00:00:00.000Z","null","null"
"0467a8d4-9082-11e9-9422-03f483318041","education","false","true","LLC","null","NM","US","2019-07-01T00:00:00.000Z","11006.60","172.90"
"128b899e-aeeb-11e9-a9a9-db9e3fe3aa80","research","false","true","CCorp","null","MA","US","2020-03-01T00:00:00.000Z","null","null"
"134e6326-6222-11e9-ab9e-cb88ceaee1d7","consumer","false","true","LLC","null","TX","US","2019-12-01T00:00:00.000Z","null","null"
"09e5913a-8ecb-11e9-bbc6-af3180fa14ba","crypto","false","true","CCorp","null","WI","US","2019-04-01T00:00:00.000Z","null","null"
"0c843170-b7c6-11e9-bea8-538b75642901","enterprise","false","true","CCorp","null","CA","US","2020-06-01T00:00:00.000Z","null","237.70"
"02fbd4a8-9b0d-11e9-9e8e-63df727347f9","consumer","false","true","LLC","null","TX","US","2019-04-01T00:00:00.000Z","null","null"
"0f2f4206-668c-11e9-84c3-eb8d8edf7971","real_estate","false","true","LLC","null","MN","US","2019-07-01T00:00:00.000Z","100.22","null"
"121123f8-c894-11e9-8911-8390bda9593b","other","false","true","CCorp","null","CA","US","2020-05-01T00:00:00.000Z","null","null"
"1250d254-621f-11e9-bfba-7b0a6f3894ba","crypto","false","true","CCorp","null","CA","US","2019-12-01T00:00:00.000Z","null","34.00"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2020-10-01T00:00:00.000Z","null","10740.81"
"0d4041e8-666e-11e9-beaf-9f233a1886bc","online_retailer","true","false","LLC","null","CA","US","2021-01-01T00:00:00.000Z","null","4655.50"
"120cfc48-711d-11e9-be0a-5b06fe20987f","private_investment_companies","true","false","LLC","null","WY","US","2021-01-01T00:00:00.000Z","null","null"
"0a022038-a8a3-11e9-a92a-1760df1edb40","enterprise","true","false","CCorp","null","DE","US","2020-04-01T00:00:00.000Z","null","53.30"
"0ce2c114-ce9a-11e9-9127-177f4f0467c5","private_investment_companies","true","false","CCorp","null","DE","US","2020-09-01T00:00:00.000Z","null","null"
"0383cb78-77ff-11e9-8b62-bfb4efd1fdca","online_retailer","false","true","CCorp","null","NJ","US","2020-04-01T00:00:00.000Z","null","261.94"
"01a7a796-acae-11e9-bc96-43d31ea5b120","online_retailer","true","true","CCorp","null","CA","US","2019-11-01T00:00:00.000Z","null","399.80"
"00e5b312-99f7-11e9-98dd-6b543da80032","consumer","false","true","CCorp","[DST Global, Soma Capital, Global Founders Capital]","CA","US","2020-08-01T00:00:00.000Z","null","1046.23"
"03937916-7e6b-11e9-9f03-8f997a6f41a3","education","false","true","CCorp","[]","CA","US","2020-05-01T00:00:00.000Z","null","2415.34"
"02bbff04-625a-11e9-9ffb-c3370d1078b4","online_retailer","false","true","LLC","[]","FL","US","2019-07-01T00:00:00.000Z","836.83","1242.45"
"0197235c-6c63-11e9-a385-ff39a9d9da8a","developer_tools","false","true","CCorp","[]","NY","US","2019-07-01T00:00:00.000Z","77330.49","79.99"
"171ab36c-ad20-11e9-a3f4-9b093adc4c1b","marketing","false","true","LLC","null","NY","US","2020-05-01T00:00:00.000Z","null","null"
"04405e2e-62e1-11e9-b518-3fda39dcfb22","media","false","true","CCorp","null","NY","US","2020-09-01T00:00:00.000Z","null","50.00"
"11dfbada-c366-11e9-8261-83e9aa732111","b2b","false","true","CCorp","[]","CA","US","2019-04-01T00:00:00.000Z","null","null"
"0de84290-623a-11e9-8c57-2f863d1a93cf","marketplace","false","true","CCorp","null","CA","US","2019-08-01T00:00:00.000Z","21743.66","411.24"
"05aff568-be16-11e9-8750-83ab633bdee2","other_food_services","false","true","LLC","null","CA","US","2019-09-01T00:00:00.000Z","6485.42","191.10"
"0fa1b4c0-6179-11e9-a607-07e1e37cf096","employment_services","false","true","LLC","null","CA","US","2020-11-01T00:00:00.000Z","null","null"
"10f468a0-7686-11e9-b807-4f7f19dac2da","financial_services","false","true","CCorp","[]","CA","US","2019-12-01T00:00:00.000Z","null","null"
"02e7ecd4-9187-11e9-9c6d-db3afed017cf","online_retailer","true","false","CCorp","[]","DE","US","2020-04-01T00:00:00.000Z","null","null"
"0ac67b4e-c58c-11e9-92ae-1f0d1396ce64","enterprise","false","true","LLC","null","FL","US","2019-08-01T00:00:00.000Z","null","null"
"0ce2c114-ce9a-11e9-9127-177f4f0467c5","private_investment_companies","true","false","CCorp","null","DE","US","2021-01-01T00:00:00.000Z","null","null"
"0ffddb58-77d4-11e9-abc4-17cbb0ee4509","online_retailer","true","false","CCorp","[]","CA","US","2019-12-01T00:00:00.000Z","null","null"
"01598af6-c8fc-11e9-92ea-836d67bbb327","private_investment_companies","false","true","LLC","null","FL","US","2020-06-01T00:00:00.000Z","null","null"
"02bbff04-625a-11e9-9ffb-c3370d1078b4","online_retailer","false","true","LLC","[]","FL","US","2019-06-01T00:00:00.000Z","2034.15","504.49"
"0ffddb58-77d4-11e9-abc4-17cbb0ee4509","online_retailer","true","false","CCorp","[]","CA","US","2020-07-01T00:00:00.000Z","null","null"
"0d4041e8-666e-11e9-beaf-9f233a1886bc","online_retailer","true","false","LLC","null","CA","US","2019-11-01T00:00:00.000Z","null","null"
"14c69332-e07f-11e9-8d61-0f74fb93f5ce","media","false","true","SCorp","null","CA","US","2020-03-01T00:00:00.000Z","null","null"
"0c68cf50-77c2-11e9-b0a7-6b39ffbc089c","online_retailer","true","true","CCorp","null","NY","US","2020-12-01T00:00:00.000Z","null","1187.62"
"03db66f4-5260-11e9-b741-d3c58627e7f5","advertising","false","true","CCorp","[]","CA","US","2020-08-01T00:00:00.000Z","null","null"
"0f797ec8-655d-11e9-8d24-bfb4f1128159","other_food_services","true","false","CCorp","null","FL","US","2019-10-01T00:00:00.000Z","null","42.68"
"00403cc8-c8ed-11e9-a642-3faf7153c249","b2b","false","true","CCorp","[First Round Capital]","CA","US","2020-09-01T00:00:00.000Z","null","null"
"128d34b8-448a-11e9-a172-6b88abed55a7","financial_services","false","true","CCorp","null","TX","US","2020-11-01T00:00:00.000Z","null","null"
"1672152a-650b-11e9-bd1c-5bd878a9571f","b2b","false","true","LLC","null","OH","US","2020-10-01T00:00:00.000Z","null","null"
"115c393c-d4b7-11e9-a103-e3280015e2c9","entertainment","false","true","LLC","null","PA","US","2020-05-01T00:00:00.000Z","null","null"
"1024c0e0-c34e-11e9-a06d-0386a75dae15","legal_services_including_law_firms","false","true","LLC","null","NY","US","2020-05-01T00:00:00.000Z","null","null"
"0f9b3060-76ae-11e9-b46a-5f34f7d02ac2","online_retailer","true","false","CCorp","[]","DE","US","2020-03-01T00:00:00.000Z","null","null"
"0bbe8d52-62bd-11e9-9493-0b2508213ad9","enterprise","false","true","CCorp","[New Enterprise Associates (NEA), CRV, Matrix Partners]","CA","US","2019-08-01T00:00:00.000Z","500000.00","null"
"0f2b2716-670e-11e9-9265-37534f11de43","b2b","true","false","CCorp","null","CA","US","2020-04-01T00:00:00.000Z","null","25.99"
"0c68cf50-77c2-11e9-b0a7-6b39ffbc089c","online_retailer","true","true","CCorp","null","NY","US","2019-10-01T00:00:00.000Z","null","2780.37"
"115c393c-d4b7-11e9-a103-e3280015e2c9","entertainment","false","true","LLC","null","PA","US","2020-07-01T00:00:00.000Z","null","null"
"10f468a0-7686-11e9-b807-4f7f19dac2da","financial_services","false","true","CCorp","[]","CA","US","2020-06-01T00:00:00.000Z","null","null"
"0de84290-623a-11e9-8c57-2f863d1a93cf","marketplace","false","true","CCorp","null","CA","US","2019-10-01T00:00:00.000Z","null","3563.38"
"1250d254-621f-11e9-bfba-7b0a6f3894ba","crypto","false","true","CCorp","null","CA","US","2020-03-01T00:00:00.000Z","null","39.73"
"14c8741a-a8d3-11e9-be03-8b3d41ef4117","education","false","true","LLC","null","SD","US","2019-08-01T00:00:00.000Z","713.12","158.99"
"133cd088-8df2-11e9-9edf-eb45ef55ae0e","online_retailer","false","true","LLC","null","NY","US","2019-08-01T00:00:00.000Z","200.00","null"
"164ad238-da2e-11e9-8796-a3e1800268c7","online_retailer","true","false","LLC","null","DE","US","2020-10-01T00:00:00.000Z","null","null"
"06b385ce-6c63-11e9-865b-3337f171ef7f","b2b","false","true","CCorp","null","CA","US","2020-02-01T00:00:00.000Z","null","38.65"
"15de84c0-64b8-11e9-824d-abbe41bd00fb","b2b","false","true","CCorp","null","VA","US","2019-10-01T00:00:00.000Z","null","null"
"1250d254-621f-11e9-bfba-7b0a6f3894ba","crypto","false","true","CCorp","null","CA","US","2019-06-01T00:00:00.000Z","172.50","null"
"169a176c-62d8-11e9-90d4-57e5cdd07dbb","enterprise","false","true","LLC","null","TX","US","2020-04-01T00:00:00.000Z","null","null"
"00403cc8-c8ed-11e9-a642-3faf7153c249","b2b","false","true","CCorp","[First Round Capital]","CA","US","2019-06-01T00:00:00.000Z","null","null"
"041391a2-b352-11e9-9592-b7c6a2b54d91","other","false","true","ProfessionalCorporation","null","CA","US","2020-02-01T00:00:00.000Z","null","6490.69"
"02e7ecd4-9187-11e9-9c6d-db3afed017cf","online_retailer","true","false","CCorp","[]","DE","US","2020-01-01T00:00:00.000Z","null","null"
"05aff568-be16-11e9-8750-83ab633bdee2","other_food_services","false","true","LLC","null","CA","US","2020-07-01T00:00:00.000Z","null","null"
"0d3d0cfa-6504-11e9-9ad6-23fa59ad04eb","employment_services","false","true","LLC","null","NY","US","2019-05-01T00:00:00.000Z","11000.00","null"
"156125a6-6cc0-11e9-9dd4-dff416fd0e16","financial_services","true","false","CCorp","null","CA","US","2020-12-01T00:00:00.000Z","null","null"
"00403cc8-c8ed-11e9-a642-3faf7153c249","b2b","false","true","CCorp","[First Round Capital]","CA","US","2020-03-01T00:00:00.000Z","null","null"
"09e5913a-8ecb-11e9-bbc6-af3180fa14ba","crypto","false","true","CCorp","null","WI","US","2020-05-01T00:00:00.000Z","null","1177.99"
"02fbd4a8-9b0d-11e9-9e8e-63df727347f9","consumer","false","true","LLC","null","TX","US","2019-09-01T00:00:00.000Z","199.57","8.17"
"04b18f96-d34c-11e9-a521-5fa8a77b0d69","media","true","false","CCorp","null","FL","US","2020-09-01T00:00:00.000Z","null","null"
"09d878b4-d909-11e9-9fa9-973dd6c284b0","financial_services","false","true","LLC","null","CA","US","2020-03-01T00:00:00.000Z","null","null"
"13630806-6b11-11e9-98ae-17c1a65c51f4","healthcare","false","true","SCorp","null","IL","US","2020-02-01T00:00:00.000Z","null","1825.23"
"0ebec77e-6227-11e9-9c4d-7b43faa31c15","b2b","false","true","LLC","null","IL","US","2020-04-01T00:00:00.000Z","null","320.73"
"134e6326-6222-11e9-ab9e-cb88ceaee1d7","consumer","false","true","LLC","null","TX","US","2020-10-01T00:00:00.000Z","null","null"
"04f3def8-978a-11e9-8216-878c4a93f311","enterprise","false","true","CCorp","null","CA","US","2020-10-01T00:00:00.000Z","null","null"
"0de17d1a-70a0-11e9-903f-f35e3f544ad6","crypto","true","false","CCorp","[]","NY","US","2020-05-01T00:00:00.000Z","null","null"
"133cd088-8df2-11e9-9edf-eb45ef55ae0e","online_retailer","false","true","LLC","null","NY","US","2020-09-01T00:00:00.000Z","null","null"
"0467a8d4-9082-11e9-9422-03f483318041","education","false","true","LLC","null","NM","US","2019-09-01T00:00:00.000Z","1209.16","null"
"19879b42-915f-11e9-85f1-3721e438006f","private_investment_companies","false","true","CCorp","null","OR","US","2020-07-01T00:00:00.000Z","null","null"
"128d34b8-448a-11e9-a172-6b88abed55a7","financial_services","false","true","CCorp","null","TX","US","2019-06-01T00:00:00.000Z","35508.48","null"
"06105d16-da29-11e9-a650-bfe183824cdf","consumer","false","true","CCorp","[]","CA","US","2020-05-01T00:00:00.000Z","null","null"
"09b9793e-62dd-11e9-a89f-4f44ccd594b5","online_retailer","false","true","LLC","[]","WY","US","2020-09-01T00:00:00.000Z","null","null"
"0d4041e8-666e-11e9-beaf-9f233a1886bc","online_retailer","true","false","LLC","null","CA","US","2020-08-01T00:00:00.000Z","null","5932.18"
"02dde8a4-ba2e-11e9-9e82-6bd7abe9a064","b2b","true","false","CCorp","null","DE","US","2020-07-01T00:00:00.000Z","null","609.54"
"17ae44d4-83c6-11e9-b04b-f7979405f7d5","consumer","false","true","CCorp","null","NY","US","2019-12-01T00:00:00.000Z","null","1570.00"
"08035942-8caa-11e9-b071-d3855478963e","other_food_services","false","true","CCorp","[]","CA","US","2019-09-01T00:00:00.000Z","80100.00","null"
"0f703a82-86f7-11e9-8ef6-bf08ab01dc7d","artificial_intelligence","false","true","CCorp","[]","CA","US","2019-11-01T00:00:00.000Z","null","null"
"04405e2e-62e1-11e9-b518-3fda39dcfb22","media","false","true","CCorp","null","NY","US","2020-11-01T00:00:00.000Z","null","96.89"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2020-01-01T00:00:00.000Z","null","null"
"13a158fe-6792-11e9-9a6c-c7b0f69b61ff","consulting","false","true","LLC","[]","CA","US","2019-06-01T00:00:00.000Z","2500.01","null"
"08800d5e-621e-11e9-880b-37acf9df48b6","consumer","false","true","CCorp","[Andreessen Horowitz (A16Z)]","CA","US","2019-11-01T00:00:00.000Z","null","null"
"08d1307c-9cce-11e9-a143-2f4e2012784c","online_retailer","false","true","LLC","null","NM","US","2019-07-01T00:00:00.000Z","5154.42","453.42"
"17c69ac6-6318-11e9-ae16-fb5116f7610d","consumer","false","true","LLC","null","AZ","US","2019-10-01T00:00:00.000Z","null","52.54"
"0ffddb58-77d4-11e9-abc4-17cbb0ee4509","online_retailer","true","false","CCorp","[]","CA","US","2020-10-01T00:00:00.000Z","null","null"
"0f2f4206-668c-11e9-84c3-eb8d8edf7971","real_estate","false","true","LLC","null","MN","US","2020-03-01T00:00:00.000Z","null","null"
"0afe8508-619a-11e9-b784-f7755bd2edfd","financial_services","false","true","LLC","[]","NC","US","2020-10-01T00:00:00.000Z","null","null"
"174bc9ae-61b0-11e9-ac17-efe7bb8cc42f","consumer","true","false","CCorp","[]","NC","US","2019-07-01T00:00:00.000Z","null","null"
"021ce744-b966-11e9-b297-bf1fd8ac9cd0","online_retailer","true","false","CCorp","[]","DE","US","2020-02-01T00:00:00.000Z","null","null"
"01ca1004-7812-11e9-9877-0ffcd45c506c","consulting","false","true","SCorp","[]","OR","US","2020-10-01T00:00:00.000Z","null","null"
"00403cc8-c8ed-11e9-a642-3faf7153c249","b2b","false","true","CCorp","[First Round Capital]","CA","US","2020-12-01T00:00:00.000Z","null","null"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2019-12-01T00:00:00.000Z","null","556.80"
"0b6c20d4-86f9-11e9-a25e-e7230c18a764","b2b","true","false","CCorp","[]","CA","US","2020-12-01T00:00:00.000Z","null","null"
"02dde8a4-ba2e-11e9-9e82-6bd7abe9a064","b2b","true","false","CCorp","null","DE","US","2020-01-01T00:00:00.000Z","null","null"
"01598af6-c8fc-11e9-92ea-836d67bbb327","private_investment_companies","false","true","LLC","null","FL","US","2019-10-01T00:00:00.000Z","null","null"
"0afe8508-619a-11e9-b784-f7755bd2edfd","financial_services","false","true","LLC","[]","NC","US","2019-07-01T00:00:00.000Z","10.00","null"
"01ff6422-6a8c-11e9-9e1d-f7c61943db01","consumer","false","true","CCorp","null","TN","US","2019-09-01T00:00:00.000Z","26997.72","996.68"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2020-11-01T00:00:00.000Z","null","47.50"
"03db66f4-5260-11e9-b741-d3c58627e7f5","advertising","false","true","CCorp","[]","CA","US","2019-09-01T00:00:00.000Z","331186.89","null"
"1024c0e0-c34e-11e9-a06d-0386a75dae15","legal_services_including_law_firms","false","true","LLC","null","NY","US","2020-07-01T00:00:00.000Z","null","null"
"1488f032-c5bc-11e9-aea6-a7a1fe8cb214","other_food_services","false","true","CCorp","null","CA","US","2020-01-01T00:00:00.000Z","null","null"
"09e5913a-8ecb-11e9-bbc6-af3180fa14ba","crypto","false","true","CCorp","null","WI","US","2020-01-01T00:00:00.000Z","null","2234.20"
"00fccd4e-85da-11e9-a4aa-bfa4e1d1ae76","education","true","false","CCorp","null","DE","US","2020-11-01T00:00:00.000Z","null","null"
"00e5b312-99f7-11e9-98dd-6b543da80032","consumer","false","true","CCorp","[DST Global, Soma Capital, Global Founders Capital]","CA","US","2019-11-01T00:00:00.000Z","null","3535.51"
"0ec4a732-c19c-11e9-a9ad-43d2cd1ae9b2","education","true","false","LLC","null","FL","US","2020-03-01T00:00:00.000Z","null","null"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2020-04-01T00:00:00.000Z","null","2854.91"
"08d1307c-9cce-11e9-a143-2f4e2012784c","online_retailer","false","true","LLC","null","NM","US","2020-11-01T00:00:00.000Z","null","7747.08"
"04f3def8-978a-11e9-8216-878c4a93f311","enterprise","false","true","CCorp","null","CA","US","2019-09-01T00:00:00.000Z","1020.56","null"
"10f5fe68-c046-11e9-a202-a77c6c284f73","financial_services","false","true","CCorp","[Dorm Room Fund]","NY","US","2019-10-01T00:00:00.000Z","null","null"
"19714752-9c27-11e9-a812-67c32e61aef1","advertising","true","false","LLC","null","CA","US","2020-03-01T00:00:00.000Z","null","199.67"
"16d31132-8e63-11e9-a643-e39e460c7476","agriculture","true","false","CCorp","null","DE","US","2020-09-01T00:00:00.000Z","null","null"
"07b75614-7bbb-11e9-b976-67be2998d3dd","online_retailer","true","false","CCorp","null","TX","US","2020-02-01T00:00:00.000Z","null","10983.97"
"0d7736ac-aef9-11e9-a9f4-63f06df8e953","b2b","false","true","CCorp","null","NY","US","2020-10-01T00:00:00.000Z","null","null"
"169a176c-62d8-11e9-90d4-57e5cdd07dbb","enterprise","false","true","LLC","null","TX","US","2020-07-01T00:00:00.000Z","null","null"
"1250d254-621f-11e9-bfba-7b0a6f3894ba","crypto","false","true","CCorp","null","CA","US","2019-06-01T00:00:00.000Z","30000.00","null"
"10f5fe68-c046-11e9-a202-a77c6c284f73","financial_services","false","true","CCorp","[Dorm Room Fund]","NY","US","2019-12-01T00:00:00.000Z","null","null"
"09b9793e-62dd-11e9-a89f-4f44ccd594b5","online_retailer","false","true","LLC","[]","WY","US","2019-04-01T00:00:00.000Z","null","null"
"120cfc48-711d-11e9-be0a-5b06fe20987f","private_investment_companies","true","false","LLC","null","WY","US","2019-11-01T00:00:00.000Z","null","null"
